@relation 50_10_5_10_5_1000

@attribute A1 {c,a,e,d,i,j,h,b,f,g}
@attribute A2 {h,c,d,g,j,i,e,a,f,b}
@attribute A3 {c,h,e,a,b,g,d,f,j,i}
@attribute A4 {e,c,d,g,f,b,h,a,j,i}
@attribute A5 {d,j,h,i,f,g,b,e,c,a}
@attribute A6 {d,h,b,g,c,j,f,e,a,i}
@attribute A7 {i,e,d,j,g,f,h,c,a,b}
@attribute A8 {g,e,c,h,d,j,i,f,a,b}
@attribute A9 {e,h,a,g,i,b,j,d,f,c}
@attribute A10 {i,j,b,f,d,a,c,h,g,e}
@attribute A11 {c,b,g,h,j,d,i,a,e,f}
@attribute A12 {a,g,c,f,j,e,h,d,b,i}
@attribute A13 {f,a,d,b,g,j,c,e,i,h}
@attribute A14 {d,f,j,b,c,g,i,a,h,e}
@attribute A15 {d,b,e,h,g,a,i,j,c,f}
@attribute A16 {h,d,i,j,a,g,c,f,b,e}
@attribute A17 {f,b,h,c,a,e,g,j,d,i}
@attribute A18 {h,f,c,i,e,g,j,a,b,d}
@attribute A19 {c,e,b,i,j,d,a,g,h,f}
@attribute A20 {j,h,b,d,c,f,g,e,a,i}
@attribute A21 {g,f,a,e,c,h,d,b,i,j}
@attribute A22 {e,h,g,a,j,b,i,c,f,d}
@attribute A23 {e,h,d,g,a,i,b,f,j,c}
@attribute A24 {i,g,c,h,d,j,a,f,b,e}
@attribute A25 {e,f,j,a,b,i,h,g,d,c}
@attribute A26 {g,b,c,a,d,j,i,h,f,e}
@attribute A27 {g,c,f,i,a,b,h,e,j,d}
@attribute A28 {i,c,e,j,b,d,f,h,g,a}
@attribute A29 {f,b,h,i,a,g,e,c,j,d}
@attribute A30 {a,g,d,b,i,j,h,f,e,c}
@attribute A31 {g,a,e,b,i,h,d,j,c,f}
@attribute A32 {c,d,i,h,f,j,g,e,b,a}
@attribute A33 {d,e,c,j,b,h,i,g,a,f}
@attribute A34 {d,b,e,h,i,a,c,j,f,g}
@attribute A35 {h,d,a,i,b,j,e,c,f,g}
@attribute A36 {e,i,b,h,a,d,g,f,j,c}
@attribute A37 {e,a,c,h,j,f,d,b,g,i}
@attribute A38 {j,b,a,d,h,g,e,c,f,i}
@attribute A39 {a,j,i,b,c,h,g,e,d,f}
@attribute A40 {e,c,g,d,i,h,a,f,b,j}
@attribute A41 {b,f,e,i,d,h,c,j,g,a}
@attribute A42 {a,h,i,f,d,e,j,c,b,g}
@attribute A43 {d,i,f,h,j,c,a,g,e,b}
@attribute A44 {c,h,f,i,d,g,j,a,e,b}
@attribute A45 {c,f,g,e,b,j,d,i,h,a}
@attribute A46 {a,f,d,i,g,e,c,j,b,h}
@attribute A47 {c,i,g,b,a,h,d,j,f,e}
@attribute A48 {c,g,d,i,j,h,b,a,e,f}
@attribute A49 {c,j,i,g,h,e,a,d,f,b}
@attribute A50 {f,j,h,a,e,d,c,b,g,i}
@attribute Class {c4,c1,c3,c2,c5}

@data
f,b,f,b,e,b,c,i,e,f,b,a,g,d,j,a,e,e,b,a,b,b,i,j,a,c,j,a,f,e,h,i,c,d,b,a,f,e,e,h,e,e,g,g,e,b,d,i,e,e,c5
f,j,c,h,f,e,e,i,e,f,j,a,g,a,c,b,e,d,d,a,i,e,h,e,i,i,j,e,f,h,h,b,c,d,i,c,h,e,e,f,c,c,b,i,b,h,h,i,d,h,c5
g,c,c,g,c,d,b,j,a,c,f,h,f,d,d,g,d,i,i,a,g,j,c,b,h,f,c,a,f,h,c,d,f,e,c,e,d,j,a,b,b,a,d,c,h,f,e,c,c,h,c4
b,i,a,c,f,c,g,h,j,f,d,e,h,c,e,j,g,e,j,b,f,i,j,g,f,g,c,d,h,d,g,h,f,i,a,a,e,a,b,c,a,i,a,b,h,a,d,g,f,f,c3
a,f,g,e,i,d,f,b,f,a,e,i,f,d,d,i,e,g,a,b,g,a,f,c,e,c,f,i,j,a,i,d,a,g,g,e,h,j,d,d,b,a,d,d,i,d,e,c,c,c,c4
h,d,c,c,f,h,j,g,g,b,b,i,i,a,f,j,g,c,j,e,f,i,c,h,d,d,f,a,d,d,a,h,g,i,c,a,a,a,b,c,c,h,h,i,c,e,d,g,e,e,c3
f,a,h,f,g,c,f,i,a,a,c,a,g,d,i,c,e,f,g,e,a,e,f,g,i,d,j,c,f,h,j,b,b,d,b,c,b,e,e,d,f,a,a,g,h,j,b,i,h,e,c5
e,b,f,i,h,g,a,c,a,h,g,i,a,c,e,i,f,a,b,b,g,e,a,c,h,h,i,e,g,h,d,i,b,a,i,e,b,j,a,e,a,i,a,c,j,i,e,e,d,a,c1
f,f,f,c,d,i,i,i,h,h,a,a,g,b,a,i,e,j,c,b,a,f,g,e,i,c,j,h,f,a,e,c,c,d,i,g,a,e,e,a,g,e,b,i,g,j,h,i,d,i,c5
f,i,g,g,g,f,j,i,j,a,a,a,g,g,c,f,e,h,g,e,a,b,a,h,c,d,j,h,f,b,g,e,i,d,a,a,c,e,e,a,h,a,h,i,e,d,h,i,j,j,c5
c,a,i,c,f,j,f,b,e,a,h,h,e,j,c,j,c,a,a,h,f,g,b,f,i,b,d,e,a,d,e,h,g,i,h,g,b,a,b,c,f,d,f,d,a,i,a,g,e,g,c3
i,i,e,j,b,a,f,i,f,i,e,f,b,a,a,f,c,h,b,d,b,g,d,c,f,e,f,b,e,j,h,f,b,b,f,f,c,e,c,c,c,j,c,f,j,b,f,i,i,f,c2
e,i,b,g,j,d,i,d,e,d,d,a,f,d,d,b,g,h,b,d,g,b,f,h,c,h,j,d,i,h,g,e,c,d,h,e,g,j,i,g,b,a,d,i,e,j,b,c,c,a,c4
c,b,b,c,f,h,a,i,i,e,g,i,c,f,g,j,i,h,h,i,f,h,e,d,g,e,j,i,a,d,b,h,i,i,g,d,f,a,b,c,g,b,f,i,i,c,d,g,c,g,c3
f,j,b,h,d,d,g,i,c,g,h,a,g,c,a,b,e,i,f,c,a,e,i,d,i,b,j,e,f,g,j,b,f,d,h,e,c,e,e,h,f,e,g,g,j,d,h,i,j,h,c5
d,j,g,g,b,d,f,d,f,c,a,f,f,d,f,d,f,i,h,b,g,f,c,b,j,j,a,f,f,j,j,a,c,i,g,e,b,j,e,j,b,a,d,g,d,b,c,c,c,c,c4
i,g,j,e,h,d,b,c,a,a,g,e,a,f,e,i,i,i,e,b,j,e,j,c,a,a,f,e,c,h,j,f,b,c,g,e,i,g,e,j,c,d,g,j,d,j,j,g,j,e,c1
i,g,b,g,h,b,j,c,a,j,g,j,a,c,e,i,g,d,f,b,h,i,j,c,c,d,a,e,d,h,g,d,b,h,e,e,g,e,c,j,e,e,f,d,d,d,i,j,a,g,c1
f,a,d,i,c,d,e,i,g,h,d,a,g,c,j,i,e,f,i,c,c,j,a,i,f,h,j,f,f,c,f,f,j,d,f,h,c,e,e,d,b,e,b,j,h,c,f,i,e,a,c5
e,j,i,c,f,j,a,i,g,d,h,b,b,f,d,j,c,d,j,g,f,e,b,c,a,d,h,c,h,d,a,h,a,i,i,a,h,a,b,c,b,g,c,g,a,a,c,g,d,d,c3
e,a,e,e,d,d,d,d,f,b,g,a,f,d,a,j,a,f,j,e,g,j,j,c,g,b,h,e,h,j,i,c,h,e,d,e,a,j,e,h,b,a,d,e,h,i,c,c,c,c,c4
i,j,c,c,f,d,g,e,c,j,a,b,a,e,h,j,e,f,d,c,f,f,j,j,a,b,g,g,i,d,a,h,f,i,i,f,f,a,b,c,b,c,c,c,g,d,b,g,e,h,c3
f,f,e,g,i,c,f,i,j,i,d,a,g,j,g,a,e,a,f,h,j,g,c,e,g,a,j,g,f,f,a,h,f,d,a,h,b,e,e,b,a,e,b,a,j,a,c,i,e,h,c5
i,d,h,i,i,d,b,f,i,i,f,f,b,c,b,d,j,e,f,c,b,g,j,d,f,a,f,e,i,c,e,f,b,c,d,h,e,i,c,g,f,h,j,f,a,f,d,j,i,j,c2
c,h,b,c,f,a,h,a,a,f,b,b,h,b,g,j,b,d,e,b,f,h,a,e,h,j,b,h,a,d,d,h,b,i,d,j,j,a,b,c,b,d,a,a,h,j,a,g,i,d,c3
h,e,j,c,f,d,c,a,f,f,f,f,i,i,i,j,f,d,b,j,f,b,h,h,d,i,i,g,j,d,d,h,c,i,e,a,e,a,b,c,i,d,f,f,e,d,c,g,a,f,c3
b,i,c,c,f,a,f,f,i,h,i,g,h,g,e,j,f,i,b,j,f,h,e,d,g,c,h,i,c,d,f,h,h,i,c,h,j,a,b,c,g,c,a,h,d,c,i,g,g,c,c3
b,i,c,c,f,e,g,e,e,e,i,g,d,c,d,j,e,c,i,g,f,d,i,f,g,h,i,j,e,d,c,h,g,i,a,h,j,a,b,c,h,c,d,e,f,a,i,g,c,c,c3
i,j,c,c,e,b,d,f,a,i,c,f,b,d,b,g,f,f,j,i,h,g,j,c,f,f,f,i,c,i,f,f,b,a,f,f,i,e,c,c,c,d,b,b,b,b,a,e,i,g,c2
b,f,f,e,h,a,e,c,a,b,g,f,a,a,e,i,i,b,a,b,i,i,g,c,c,g,g,e,j,i,i,i,d,e,b,e,i,f,h,g,e,j,e,b,c,d,c,i,a,c,c1
f,e,c,e,a,f,d,i,i,f,f,a,g,j,d,e,e,b,a,e,b,i,c,b,d,c,j,f,f,d,i,g,a,d,d,d,f,e,e,f,b,h,g,e,j,j,e,i,h,f,c5
d,f,j,c,f,f,j,a,e,f,f,f,i,c,f,j,f,g,f,f,f,i,h,b,i,f,j,j,f,d,f,h,a,i,g,f,c,a,b,c,g,d,j,c,b,a,d,g,c,h,c3
f,e,f,c,f,e,j,j,j,d,e,e,c,i,i,j,f,e,i,f,f,j,b,h,e,h,e,h,a,d,f,h,b,i,j,d,j,a,b,c,j,j,a,h,b,h,g,g,j,d,c3
f,f,c,d,h,j,f,i,b,d,e,a,g,a,a,g,e,g,b,d,i,a,f,h,b,h,j,a,f,e,d,d,c,d,a,d,j,e,e,b,h,e,h,e,i,i,j,i,b,g,c5
i,b,e,h,g,d,f,h,g,i,d,f,b,b,i,a,i,b,i,h,j,g,g,c,f,j,f,e,c,f,i,f,b,a,d,d,g,a,c,j,e,e,a,g,i,g,e,c,i,g,c2
a,d,f,c,a,d,f,e,c,i,h,h,f,d,h,a,d,g,g,b,g,a,f,f,f,i,h,f,f,g,j,c,h,d,e,e,d,j,f,i,b,a,d,i,j,a,a,c,c,d,c4
h,j,c,g,h,i,i,c,a,i,g,d,a,b,e,i,g,i,h,b,h,g,d,c,c,h,g,e,c,f,e,h,f,h,b,e,j,b,g,g,g,c,f,h,i,b,g,c,g,d,c1
b,g,h,b,h,d,c,a,f,g,j,i,f,d,i,f,e,f,f,b,g,d,f,d,i,h,i,h,j,d,e,d,b,d,b,e,b,j,c,f,b,a,d,b,f,e,c,c,c,i,c4
f,h,d,c,h,f,a,i,g,f,j,a,g,h,d,f,e,f,d,b,e,e,i,d,i,i,j,d,f,a,c,c,h,d,b,f,e,e,e,h,a,a,e,e,c,g,f,i,d,e,c5
i,g,a,c,i,c,f,j,c,i,g,f,b,a,d,c,i,c,f,d,c,g,i,b,f,f,f,f,f,d,f,f,b,f,b,c,h,j,c,a,d,d,c,g,b,j,d,i,i,g,c2
i,j,g,f,i,e,c,b,g,i,g,f,b,a,h,f,c,h,c,i,f,g,h,j,f,i,f,a,d,h,a,f,b,i,d,c,d,b,c,a,h,e,h,j,j,e,e,g,i,f,c2
i,h,b,b,c,h,a,h,f,i,f,f,b,j,c,c,e,d,i,d,g,g,b,e,f,b,f,g,d,d,h,f,b,j,a,f,a,d,c,g,a,i,i,j,h,f,g,e,i,f,c2
g,b,b,c,f,g,h,j,a,j,h,b,h,h,g,j,c,h,a,a,f,a,h,d,d,d,b,g,i,d,e,h,b,i,j,g,e,a,b,c,h,c,c,b,e,j,a,g,i,f,c3
g,g,b,j,h,i,g,c,a,d,g,h,a,f,e,i,g,i,c,b,b,h,f,c,d,b,e,e,b,g,b,j,b,a,b,e,d,g,f,c,f,d,b,f,g,c,e,j,d,d,c1
b,c,i,c,f,j,d,f,d,c,j,i,a,j,c,j,h,e,a,j,f,d,e,j,g,c,a,c,h,d,i,h,b,i,e,f,g,a,b,c,a,b,c,a,c,b,g,g,i,a,c3
i,b,h,c,g,f,e,g,j,i,f,f,b,b,b,g,j,a,h,e,a,g,c,d,f,h,f,i,e,h,e,f,b,b,d,d,j,a,c,e,j,e,b,i,g,i,j,h,i,b,c2
i,a,d,d,a,b,b,g,h,i,b,f,b,c,g,c,c,d,h,h,b,g,b,i,f,g,f,b,c,i,a,f,b,h,f,a,g,g,c,c,d,c,c,e,h,h,b,j,i,a,c2
f,i,a,i,j,g,j,i,i,e,i,a,g,g,c,i,e,f,a,i,c,f,g,f,a,b,j,h,f,g,h,j,h,d,a,e,i,e,e,b,f,j,e,f,b,i,b,i,j,i,c5
i,g,g,h,g,i,f,c,c,i,g,f,b,h,e,i,b,a,f,b,d,g,c,j,f,d,f,i,a,a,c,f,b,c,h,i,e,e,c,d,e,a,h,c,a,b,h,h,i,d,c2
j,d,h,b,e,d,j,g,f,d,b,c,f,d,h,g,g,i,j,e,g,e,h,g,g,i,d,g,f,f,i,j,f,j,d,e,j,j,i,e,b,a,d,f,d,b,c,c,c,d,c4
f,j,g,b,f,f,c,i,a,d,g,a,g,b,g,c,e,b,f,c,h,d,b,g,i,i,j,a,f,d,i,d,b,d,a,b,j,e,e,i,b,d,a,h,e,e,j,i,e,h,c5
a,b,h,i,h,g,a,c,a,b,g,g,a,e,e,i,j,c,f,b,e,e,j,c,h,d,f,e,j,j,h,c,b,e,c,e,f,e,e,c,a,j,e,g,e,f,f,e,a,g,c1
f,f,f,h,h,i,c,c,a,b,g,h,a,a,e,i,c,c,e,b,d,c,i,c,e,a,g,e,a,b,d,a,c,f,i,e,g,g,h,c,f,d,e,h,f,b,d,c,a,h,c1
b,i,a,c,f,b,h,c,f,d,c,j,g,e,g,j,i,h,c,j,f,a,e,d,e,e,h,d,a,d,a,h,d,i,e,e,e,a,b,c,b,e,a,c,d,d,c,g,i,b,c3
a,b,g,c,f,f,i,h,a,c,j,c,g,h,c,j,j,c,b,g,f,e,a,g,b,b,c,d,j,d,g,h,e,i,a,f,b,a,b,c,c,g,d,a,f,c,g,g,b,b,c3
c,i,b,b,h,c,i,c,a,f,g,b,a,b,e,i,b,a,a,b,i,i,a,c,d,e,c,e,d,e,c,a,j,j,c,e,e,i,i,i,j,c,a,h,i,i,i,i,d,a,c1
f,j,e,d,h,d,d,c,a,e,g,a,a,b,e,i,j,g,j,b,d,h,b,c,c,a,g,e,c,a,h,g,e,f,e,e,j,d,j,h,g,h,i,b,e,j,h,g,a,c,c1
b,h,f,j,h,a,g,c,a,i,g,f,a,c,e,i,d,i,j,b,j,b,e,c,f,c,d,e,e,e,c,h,f,e,b,e,i,d,h,i,j,g,a,d,d,b,a,h,e,g,c1
a,e,g,a,h,b,c,c,a,g,g,b,a,j,e,i,d,g,i,b,b,i,b,c,h,c,e,e,f,c,j,g,h,g,b,e,h,b,g,j,e,f,c,i,c,e,e,j,h,b,c1
f,f,d,b,b,h,d,i,b,d,e,a,g,b,d,j,e,h,e,c,h,j,b,j,i,g,j,i,f,j,e,f,d,d,j,h,a,e,e,b,b,a,e,h,f,b,f,i,c,b,c5
f,i,e,d,h,e,a,c,a,j,g,f,a,g,e,i,d,c,d,b,d,j,i,c,a,a,f,e,e,g,e,c,f,a,e,e,e,i,f,j,g,i,f,j,h,a,b,d,d,c,c1
f,f,e,e,e,f,d,i,i,g,i,a,g,d,a,g,e,h,c,i,i,j,h,e,d,c,j,f,f,e,b,a,i,d,a,c,e,e,e,a,j,b,f,e,a,j,c,i,c,i,c5
g,a,h,b,h,j,g,c,a,e,g,c,a,g,e,i,f,h,a,b,f,d,c,c,e,f,j,e,g,f,g,j,a,j,d,e,e,b,c,j,h,j,d,e,f,e,d,a,a,g,c1
f,b,j,i,a,d,d,i,h,j,d,a,g,f,j,e,e,e,i,a,b,a,b,b,g,b,j,c,f,b,a,g,c,d,c,f,e,e,e,e,c,a,d,c,a,i,h,i,i,h,c5
f,a,d,g,j,d,f,a,g,e,i,g,f,d,a,d,a,i,g,e,g,j,h,h,e,j,e,c,b,j,c,e,c,g,d,e,d,j,f,c,b,a,d,g,h,b,j,c,c,h,c4
i,j,h,h,a,e,a,j,g,i,h,f,b,d,d,g,f,g,c,h,e,g,h,d,f,b,f,a,e,g,g,f,b,d,i,i,f,g,c,f,i,g,c,f,b,j,c,f,i,g,c2
a,c,b,c,h,a,i,c,a,a,g,a,a,i,e,i,j,b,c,b,d,c,i,c,e,a,f,e,f,i,i,b,d,b,d,e,c,j,j,g,a,a,j,j,j,a,a,d,g,a,c1
b,e,a,c,f,b,i,e,j,h,d,d,h,a,d,j,i,e,b,c,f,j,a,e,j,b,d,f,g,d,g,h,c,i,b,b,b,a,b,c,j,e,e,i,g,g,c,g,b,h,c3
i,e,i,c,f,a,h,j,i,a,i,i,f,d,d,j,j,b,g,b,f,b,h,d,a,h,b,i,d,d,a,h,j,i,c,h,d,a,b,c,d,a,h,i,g,b,f,g,f,h,c3
c,b,h,c,f,i,c,a,d,j,i,a,a,d,c,j,h,f,i,i,f,c,i,g,h,g,g,j,d,d,d,h,b,i,d,c,i,a,b,c,i,a,b,i,c,f,g,g,a,g,c3
b,j,c,g,h,e,i,c,a,b,g,c,a,f,e,i,i,j,g,b,f,d,b,c,a,f,g,e,b,d,c,h,b,f,b,e,j,f,f,i,b,a,e,c,e,d,j,h,f,j,c1
h,e,e,f,c,d,b,i,c,b,h,b,f,d,f,a,e,f,f,i,g,b,h,i,j,g,b,d,g,f,e,h,g,b,a,e,f,j,d,f,b,a,d,h,g,h,a,c,c,h,c4
b,g,f,c,f,g,i,c,d,j,c,f,f,f,c,j,i,a,i,f,f,f,c,e,i,g,b,d,c,d,h,h,e,i,a,e,c,a,b,c,j,h,d,i,h,i,g,g,c,d,c3
b,d,b,h,i,d,g,h,j,c,c,j,f,d,e,c,b,f,j,h,g,g,d,i,j,f,i,d,c,a,f,e,b,b,a,e,i,j,h,a,b,a,d,i,h,e,d,c,c,j,c4
f,d,j,h,h,d,d,i,i,h,g,a,g,h,g,f,e,b,d,c,a,j,j,c,c,a,j,e,f,j,g,a,i,d,c,h,c,e,e,a,a,i,i,j,d,e,h,i,a,f,c5
f,d,a,e,b,j,a,i,b,h,a,a,g,h,f,b,e,i,f,c,d,b,d,b,h,e,j,d,f,d,i,g,d,d,e,h,d,e,e,i,j,c,j,d,j,b,d,i,c,d,c5
f,f,e,i,j,a,j,i,h,b,i,a,g,i,e,a,e,g,a,j,h,b,g,e,i,e,j,f,f,b,h,c,a,d,f,f,b,e,e,j,h,j,h,a,e,b,c,i,a,h,c5
i,f,h,d,j,d,d,i,i,i,b,f,b,f,c,i,i,e,e,a,h,g,f,h,f,h,f,f,b,a,g,f,b,d,e,b,f,g,c,h,e,c,j,c,j,j,g,f,i,i,c2
i,c,i,i,g,e,e,j,h,i,e,f,b,f,g,b,h,d,j,b,f,g,b,b,f,e,f,a,c,a,h,f,b,d,f,c,b,e,c,c,e,f,a,j,a,d,c,a,i,j,c2
d,j,f,j,j,d,i,e,i,a,c,e,f,d,c,a,b,i,a,c,g,f,g,g,d,h,a,c,d,d,f,h,h,e,g,e,c,j,a,g,b,a,d,h,i,h,g,c,c,h,c4
j,d,g,b,h,a,a,c,a,c,g,j,a,e,e,i,b,c,a,b,e,h,g,c,b,d,h,e,g,b,g,f,h,h,g,e,b,e,i,a,e,d,b,i,b,j,g,h,g,i,c1
f,b,a,e,d,d,i,a,e,j,i,f,f,d,j,g,e,b,c,d,g,j,e,d,i,h,g,b,c,g,a,d,h,e,b,e,b,j,h,g,b,a,d,a,g,h,d,c,c,f,c4
i,i,h,f,g,c,b,a,e,i,e,f,b,i,d,j,b,i,f,a,j,g,b,i,f,j,f,i,c,h,i,f,b,e,f,f,h,a,c,g,c,d,j,a,f,f,g,b,i,j,c2
e,f,f,i,h,h,e,c,a,j,g,j,a,f,e,i,a,c,j,b,g,f,f,c,g,e,c,e,b,h,c,i,d,c,a,e,e,g,c,f,g,f,j,a,b,b,j,a,i,b,c1
f,g,b,i,a,d,d,e,b,j,b,j,f,d,f,b,d,e,d,j,g,h,f,g,g,j,f,h,f,h,d,g,b,f,f,e,c,j,j,a,b,a,d,b,d,a,e,c,c,h,c4
c,g,g,c,f,b,g,a,d,e,b,e,e,a,d,j,h,a,c,a,f,f,a,c,c,b,i,i,h,d,a,h,g,i,j,e,j,a,b,c,e,j,a,f,c,g,a,g,h,i,c3
f,a,j,j,d,b,g,i,f,b,b,a,g,b,g,c,e,i,h,c,f,b,h,g,a,f,j,d,f,g,h,i,d,d,g,a,a,e,e,i,a,d,j,a,e,d,d,i,i,j,c5
h,f,d,c,f,f,e,h,d,c,b,h,d,e,g,j,e,h,h,b,f,b,i,d,a,j,d,b,b,d,i,h,a,i,e,a,i,a,b,c,h,d,a,g,e,b,a,g,j,c,c3
d,h,e,c,f,b,c,i,c,i,a,i,c,j,i,j,c,c,d,d,f,f,i,f,j,i,e,b,g,d,i,h,g,i,j,i,c,a,b,c,g,c,d,i,c,h,b,g,h,d,c3
d,a,h,a,b,d,i,f,e,j,g,a,f,d,b,a,j,g,b,c,g,b,e,a,f,d,a,g,c,d,g,c,h,f,c,e,g,j,g,j,b,a,d,d,c,c,g,c,c,a,c4
i,j,e,d,a,f,b,d,g,i,i,f,b,h,f,j,f,e,f,i,j,g,c,e,f,i,f,e,c,d,b,f,b,f,b,g,h,e,c,f,i,e,b,f,d,j,e,e,i,g,c2
f,j,a,i,h,d,f,j,h,c,g,b,f,d,e,d,f,h,h,d,g,a,f,i,b,e,c,f,h,b,d,d,f,c,a,e,g,j,h,i,b,a,d,b,f,g,b,c,c,b,c4
f,i,j,b,a,h,g,i,c,b,g,a,g,d,b,f,e,h,h,g,d,e,a,b,e,a,j,e,f,g,f,e,c,d,a,c,b,e,e,d,j,h,d,j,d,j,c,i,d,c,c5
f,a,d,a,i,d,h,b,d,d,a,a,f,d,j,f,c,g,j,c,g,c,e,i,d,a,a,g,f,e,f,a,d,h,b,e,a,j,i,d,b,a,d,c,g,h,e,c,c,h,c4
f,h,d,j,h,b,e,i,f,f,f,a,g,d,g,e,e,b,j,a,b,d,j,f,j,a,j,d,f,i,b,e,b,d,g,c,c,e,e,i,g,c,c,c,j,h,c,i,i,b,c5
e,a,i,c,f,e,d,b,i,j,g,d,g,f,b,j,h,j,e,d,f,e,a,i,b,a,h,j,i,d,i,h,e,i,d,f,c,a,b,c,h,c,f,a,g,a,i,g,d,f,c3
h,b,g,c,f,b,e,d,b,f,e,e,a,i,h,j,f,j,c,i,f,d,h,b,i,i,j,i,h,d,f,h,c,i,g,b,d,a,b,c,j,f,a,e,b,j,d,g,a,c,c3
f,j,d,d,e,j,c,i,i,a,h,a,g,b,c,f,e,a,d,b,e,d,b,c,b,e,j,i,f,b,g,c,f,d,c,i,c,e,e,g,g,d,b,a,h,i,c,i,c,d,c5
i,a,i,c,f,i,e,j,a,b,d,d,j,c,b,j,c,b,i,h,f,d,j,j,h,i,e,a,b,d,f,h,f,i,g,g,f,a,b,c,i,g,j,b,a,h,a,g,j,g,c3
f,b,g,a,j,b,h,i,c,c,f,a,g,d,g,j,e,b,h,e,g,c,g,a,b,e,j,b,f,c,a,a,i,d,b,a,e,e,e,j,h,h,e,i,i,b,b,i,g,j,c5
i,f,a,b,g,c,a,i,i,i,j,f,b,g,b,a,j,e,i,e,h,g,a,g,f,e,f,i,a,g,j,f,b,d,f,a,h,d,c,e,b,b,i,f,e,c,g,b,i,c,c2
g,c,a,c,f,f,d,i,c,f,f,d,f,g,i,j,d,j,a,b,f,f,j,f,f,g,b,j,i,d,j,h,g,i,e,j,g,a,b,c,b,f,i,b,j,h,a,g,j,g,c3
f,e,e,e,c,e,h,i,a,i,a,a,g,j,g,f,e,g,i,f,c,j,h,f,c,e,j,d,f,f,b,d,f,d,e,e,d,e,e,f,g,g,f,j,h,d,a,i,f,j,c5
f,j,b,a,i,b,a,i,b,j,c,a,g,h,h,g,e,e,d,b,f,h,d,i,a,e,j,g,f,d,a,d,b,d,i,d,b,e,e,h,f,g,g,f,g,j,j,i,a,e,c5
f,d,f,c,h,b,j,c,a,j,g,g,a,b,e,i,b,g,d,b,f,e,a,c,g,d,g,e,h,c,d,c,d,c,i,e,b,a,e,h,d,e,h,f,e,c,f,d,e,a,c1
f,f,c,e,c,i,i,i,i,h,c,a,g,h,b,c,e,e,a,g,f,j,d,h,j,h,j,d,f,i,b,i,b,d,d,d,e,e,e,f,e,j,a,j,b,h,j,i,g,i,c5
i,i,g,c,c,i,g,g,d,i,i,f,b,f,c,i,h,j,i,d,a,g,g,d,f,e,f,c,g,d,h,f,b,c,a,i,a,h,c,g,d,i,c,a,b,d,d,b,i,b,c2
j,i,f,c,f,c,a,i,e,f,e,j,i,f,c,j,i,e,i,c,f,a,e,e,a,b,f,g,j,d,h,h,c,i,i,i,b,a,b,c,c,c,i,f,d,h,e,g,h,h,c3
f,h,j,c,f,g,b,g,i,f,d,j,c,h,d,j,e,a,i,j,f,b,h,i,c,h,a,h,e,d,g,h,i,i,a,e,a,a,b,c,g,f,b,i,j,d,a,g,f,a,c3
a,b,a,c,f,g,a,f,h,f,f,e,a,e,d,j,j,f,h,g,f,c,a,j,c,b,d,i,c,d,c,h,a,i,d,h,h,a,b,c,c,j,c,a,i,b,a,g,j,e,c3
f,e,h,i,i,g,f,i,h,e,j,a,g,c,h,j,e,d,c,f,h,f,h,a,i,d,j,i,f,i,j,j,f,d,i,j,f,e,e,b,g,a,c,c,g,b,d,i,e,f,c5
a,j,c,i,j,d,j,e,c,c,j,e,f,d,e,j,i,e,h,h,g,d,e,a,a,d,e,b,d,b,f,h,e,h,j,e,g,j,a,b,b,a,d,j,i,e,i,c,c,f,c4
i,a,b,c,f,d,h,f,i,d,a,i,b,f,i,j,g,b,g,i,f,d,j,b,c,h,g,i,j,d,e,h,i,i,h,a,e,a,b,c,i,f,c,f,c,h,a,g,g,h,c3
i,f,d,h,h,e,c,c,a,g,g,b,a,i,e,i,h,a,d,b,h,g,b,c,b,b,b,e,e,c,h,d,b,a,c,e,d,h,g,d,i,f,i,h,b,d,d,h,d,j,c1
i,h,d,d,h,j,f,h,h,i,j,f,b,b,f,c,e,d,f,d,d,g,c,a,f,h,f,e,f,i,j,f,b,f,h,d,g,b,c,d,i,c,d,j,b,c,e,e,i,h,c2
h,g,b,d,f,d,c,i,a,i,b,i,f,d,d,e,j,c,c,d,g,c,g,d,h,c,f,h,g,e,j,a,h,d,b,e,h,j,a,b,b,a,d,h,g,a,b,c,c,j,c4
h,e,h,d,h,d,b,c,a,a,g,j,a,b,e,i,a,c,e,b,f,f,j,c,h,g,e,e,g,e,d,e,b,i,b,e,d,e,b,c,j,a,b,f,g,j,a,g,e,h,c1
j,f,d,b,j,d,i,e,c,e,c,j,f,d,h,b,b,b,a,d,g,j,c,i,d,g,g,h,b,c,c,a,f,c,i,e,i,j,c,e,b,a,d,i,j,c,f,c,c,h,c4
i,j,b,g,b,c,b,d,d,i,j,f,b,h,j,j,f,i,b,i,j,g,j,h,f,g,f,d,i,j,a,f,b,c,e,f,b,g,c,j,i,d,g,j,a,f,i,a,i,a,c2
d,e,c,f,e,d,b,a,h,e,f,c,f,d,c,e,d,j,f,g,g,i,b,b,j,j,i,b,j,g,b,a,d,g,d,e,g,j,b,g,b,a,d,a,f,b,a,c,c,j,c4
f,h,g,b,h,j,b,c,a,i,g,a,a,i,e,i,c,c,g,b,f,j,c,c,c,b,a,e,g,i,c,d,d,c,e,e,b,i,h,g,b,d,d,h,b,c,i,i,d,a,c1
